Sample,DNAmAge,Comment,noMissingPerSample,meanMethBySample,minMethBySample,maxMethBySample,corSampleVSgoldstandard,meanAbsDifferenceSampleVSgoldstandard,predictedGender,meanXchromosome
GSM990451,53.6127304320348,,0,0.284007463594006,0,0.9964175,0.965828991975126,0.062813183151052,male,0
GSM990061,73.0280472336687,,0,0.274565697457029,0,0.9929554,0.96833668226404,0.057076871692926,male,0
GSM990518,26.5136601162779,,0,0.280946262401152,0,0.9975175,0.966691141889309,0.060839821468156,male,0
GSM989857,75.6710974062746,,0,0.274261763479223,0,0.9947125,0.965601107662085,0.059957721738157,male,0
GSM990314,54.2869399427685,,0,0.274846096069283,0,0.9957371,0.967131917211138,0.058887834621093,male,0
GSM989854,51.3679857214325,,0,0.265773867380066,0,0.9964894,0.962644213025575,0.05938585806753,male,0
GSM990088,52.657469915384,,0,0.279184857045305,0,0.9970104,0.963624847717523,0.06403460141821,male,0
GSM989871,77.9610500904025,,0,0.276302746669933,0,0.9963214,0.968224098714052,0.057347392008138,male,0
GSM990046,70.4351477165075,,0,0.273654144821817,0,0.9964625,0.967927442625392,0.057660306980261,male,0
GSM990476,49.4891190526389,,0,0.276747236304829,0,0.997036,0.969435522947676,0.057249113088477,male,0
GSM989984,58.1153199096279,,0,0.272045781646533,0,0.996855,0.969425493452798,0.055743428699197,male,0
GSM990013,69.3100252383896,,0,0.277095675363214,0,0.9965451,0.96742136421258,0.059320988484022,male,0
GSM990080,52.2492949684143,,0,0.274671783626974,0,0.9968408,0.969001875340501,0.057761100619956,male,0
GSM990558,90.3530070627805,,0,0.274754089434769,0,0.995524,0.96276279548346,0.062372485457955,male,0
GSM990447,69.1960743325134,,0,0.290631735479298,0,0.9972381,0.959961856468246,0.0691622303203,male,0
GSM989992,36.3334141988754,,0,0.280664460329145,0,0.997224,0.963748865563973,0.06261775229037,male,0
GSM990619,68.9532063679277,,0,0.293344750233113,0,0.9973723,0.965742285777309,0.066537790936602,male,0
GSM990521,52.3236940648365,,0,0.278385883974541,0,0.9975134,0.963503403394055,0.062330430296768,male,0
GSM990358,66.3424467815061,,0,0.288197923728559,0,0.9978792,0.956638866789424,0.071322742941064,male,0
GSM990583,73.2045862188113,,0,0.29531844294478,0,0.9971976,0.963083231158496,0.068668685266471,male,0
GSM990056,67.3471652867793,,0,0.271141340173074,0,0.995428,0.96836550093423,0.056275274689814,male,0
GSM989865,74.8267372762388,,0,0.277750294220695,0,0.9971471,0.966462280280174,0.059400392375942,male,0
GSM989895,71.5470492627219,,0,0.267077074927564,0,0.9968888,0.96618565826314,0.056958327557764,male,0
GSM990112,56.7194048894128,,0,0.27377094789383,0,0.9961085,0.969562817980538,0.056173147387162,male,0
GSM990414,55.8633573685381,,0,0.291596182897978,0,0.9971079,0.964141424567942,0.067434194703217,male,0
GSM990313,54.0049688130368,,0,0.284367396860035,0,0.9971067,0.964400241351533,0.063510155945412,male,0
GSM990286,55.2672030728887,,0,0.282648922347215,0,0.9973788,0.965268556554257,0.062489482878347,male,0
GSM990275,60.2219054902874,,0,0.281395627901678,0,0.9975394,0.964239735749524,0.063520066242013,male,0
GSM989888,76.7617903390659,,0,0.272322714236209,0,0.996353,0.967076307629721,0.05808470809775,male,0
GSM990458,53.0109116700391,,0,0.284318011029806,0,0.9973445,0.962858432817739,0.066467990683772,male,0
GSM989891,67.4957708906547,,0,0.270061844794445,0,0.9953249,0.965683389866019,0.057986610250728,male,0
GSM989879,73.4487930753886,,0,0.27677223478682,0,0.9961646,0.959680334749688,0.064353235737312,male,0
GSM990102,47.5394503209702,,0,0.277319367386836,0,0.9970796,0.967507667116149,0.059697331376897,male,0
GSM989884,77.0115175901292,,0,0.275956377449676,0,0.9957861,0.967956677850825,0.057566445663359,male,0
GSM990089,66.7355392825103,,0,0.271487300595708,0,0.9966741,0.967336730845674,0.058598454408387,male,0
GSM990301,59.0685402940558,,0,0.277697451936807,0,0.9976615,0.967373889602045,0.059461344133185,male,0
GSM990452,100.083586870445,Old DNAm age.,0,0.279962354997923,0,0.9965084,0.948286135666706,0.071097183329657,male,0
GSM990106,66.4572300810951,,0,0.274954286942425,0,0.9972869,0.964352363535443,0.062024662552411,male,0
GSM989898,74.881807652214,,0,0.275459135848946,0,0.9964176,0.967729360508542,0.058622010516919,male,0
GSM990377,64.4643752929994,,0,0.286922358533024,0,0.9969054,0.967157822695111,0.06252898093854,male,0
GSM990001,78.2796631114891,,0,0.279503568540587,0,0.9967891,0.967063476686311,0.060119779650369,male,0
GSM990392,58.6872660887238,,0,0.282745136965378,0,0.9973065,0.966799598507002,0.061248667694129,male,0
GSM990550,77.5250811743183,,0,0.281516846102228,0,0.9970388,0.965275312602002,0.0625680949369,male,0
GSM990316,62.7087794180815,,0,0.279286940720217,0,0.9970346,0.963424352118553,0.063491798352127,male,0
GSM990433,49.3556283631314,,0,0.278183690410473,0,0.997552,0.966900774538058,0.060209084571764,male,0
GSM989981,60.4783711836149,,0,0.269918379035935,0,0.997157,0.96927316618146,0.055138399306422,male,0
GSM990305,57.7444880146816,,0,0.272131250307009,0,0.9946445,0.967761667137921,0.057743733489812,male,0
GSM989994,49.7804358715298,,0,0.276576845649232,0,0.9960811,0.969995856062485,0.056064489086342,male,0
GSM990597,75.7693806996034,,0,0.280428335106927,0,0.9969488,0.961632885832432,0.064627327043158,male,0
GSM990593,65.1707059173195,,0,0.282475548465351,0,0.9969246,0.966804256065262,0.061550986318167,male,0
GSM989834,65.6910132333878,,0,0.271819996871946,0,0.9953827,0.969415590254863,0.055486766722444,male,0
GSM990096,55.2763381031614,,0,0.282158004364467,0,0.9986315,0.95354426082334,0.069034745261133,male,0
GSM989987,37.9388040292075,,0,0.269331891273598,0,0.9976063,0.966610558981086,0.057917098402299,male,0
GSM990067,61.0785370612618,,0,0.264159312529207,0,0.9939715,0.964973086308404,0.05706238547715,male,0
GSM990554,65.4287075789117,,0,0.283415408030202,0,0.996862,0.965666511738368,0.062935120113002,male,0
GSM990604,65.8939603571939,,0,0.283169184494372,0,0.9970107,0.966226042463905,0.061806243150799,male,0
GSM990592,48.8564687313327,,0,0.28780867467384,0,0.9970546,0.966838211795173,0.06275121325044,male,0
GSM990276,66.926011356901,,0,0.280424726487237,0,0.9971126,0.964214897710279,0.063047052927064,male,0
GSM989975,44.6491976451808,,0,0.273642407486788,0,0.9963551,0.971310586787382,0.053934019433309,male,0
GSM990602,77.7411872334576,,0,0.283706392840099,0,0.9972833,0.963840604547637,0.063311388311797,male,0
GSM989876,60.9507293289476,,0,0.278274413525907,0,0.9966912,0.96374085469922,0.062506941829384,male,0
GSM990040,70.2367487458133,,0,0.275095186676302,0,0.9964133,0.966806303811375,0.059162135616273,male,0
GSM990560,80.5710816638429,,0,0.280809216661096,0,0.9946209,0.962875577869122,0.064359750777484,male,0
GSM990443,73.9008805652688,,0,0.283456389902342,0,0.9970401,0.967760174535277,0.06068415255192,male,0
GSM990463,75.9044853732196,,0,0.283932869613862,0,0.9972113,0.964605652578326,0.063322737504321,male,0
GSM990578,83.4212207176438,,0,0.274210380244741,0,0.9971461,0.960260164905524,0.063375957832525,male,0
GSM990045,70.1634158561659,,0,0.285366031152518,0,0.9974906,0.958855622736236,0.068468528930407,male,0
GSM990291,55.4244333483715,,0,0.277143754480765,0,0.997616,0.965651803615161,0.060917422606966,male,0
GSM989938,60.8728625216259,,0,0.26920648700397,0,0.9965407,0.969880030871454,0.054386361980154,male,0
GSM990062,67.1445800670958,,0,0.275381067959172,0,0.995342,0.966078260807932,0.059337949126011,male,0
GSM990544,81.8640312590584,,0,0.276433979211376,0,0.9969104,0.967146531532281,0.059368426908747,male,0
GSM990363,62.1046841575107,,0,0.287277352727602,0,0.9979381,0.962415631308994,0.066165126427579,male,0
GSM989872,69.6099084934795,,0,0.275778114395685,0,0.9972957,0.969839196375714,0.055650886368854,male,0
GSM990547,81.5644563016228,,0,0.276535359332099,0,0.9968324,0.963059819148682,0.063499054940677,male,0
GSM989881,66.5902730556558,,0,0.277347485973669,0,0.9961637,0.968014248595573,0.058460150192875,male,0
GSM990410,66.5285474112485,,0,0.278545833614072,0,0.9973251,0.967138937292932,0.059841363912246,male,0
GSM990345,63.9755854118883,,0,0.274069557970037,0,0.997079,0.967007600974401,0.059108973340392,male,0
GSM990396,51.1700659181012,,0,0.284205698069011,0,0.9971036,0.966643511867514,0.062075140955532,male,0
GSM990048,67.3470130510367,,0,0.275567676814379,0,0.9968567,0.968029708124906,0.058386984318191,male,0
GSM990113,63.4334762489455,,0,0.284609158143488,0,0.9966055,0.964274281874479,0.064078994793103,male,0
GSM990034,71.3518314812336,,0,0.272540587005949,0,0.9973631,0.962481689299355,0.061115583172376,male,0
GSM990473,58.9548779339132,,0,0.279812175358115,0,0.9975581,0.969994029246907,0.057637510859825,male,0
GSM989880,61.1553395333016,,0,0.270950279440892,0,0.9966453,0.968500895087698,0.056748544972285,male,0
GSM990456,66.9584067794272,,0,0.289295222599646,0,0.9964074,0.964566784999088,0.066811250456247,male,0
GSM990122,59.4314799448837,,0,0.278872887272005,0,0.9983608,0.966253648716775,0.06061284965416,male,0
GSM990484,70.8933517703693,,0,0.269545316555134,0,0.9970452,0.960336037686255,0.061106382001745,male,0
GSM990435,61.4783230191116,,0,0.283024019498997,0,0.9973413,0.965414077336319,0.063710746641008,male,0
GSM989961,67.9953446301117,,0,0.266920548523051,0,0.9973798,0.966256616620828,0.056317135133216,male,0
GSM990026,78.3503117169974,,0,0.273991831697909,0,0.9957959,0.96479624773547,0.060473501275292,male,0
GSM990423,68.9945266358017,,0,0.318583295150872,0,0.9990487,0.918790324400276,0.097462482723219,male,0
GSM990552,72.4515765414941,,0,0.278848788222961,0,0.9968571,0.965565727397603,0.061158422601205,male,0
GSM990497,57.5590744518934,,0,0.279047545731779,0,0.9972472,0.967879383994679,0.059199333637985,male,0
GSM989850,81.9764369765534,,0,0.264024298353416,0,0.9959435,0.961570783369214,0.059649566463037,male,0
GSM990534,35.8619750807409,,0,0.284559351060808,0,0.9966429,0.969212448708186,0.059941752600226,male,0
GSM990470,68.8455903987948,,0,0.277561179169564,0,0.9971913,0.968515143699617,0.0580400156464,male,0
GSM990280,61.099350532121,,0,0.274937599041636,0,0.9974017,0.966819926558609,0.05912124594304,male,0
GSM989925,60.263678012028,,0,0.279064486329535,0,0.9971864,0.968796370658175,0.058180488361024,male,0
