Sample,DNAmAge,Comment,noMissingPerSample,meanMethBySample,minMethBySample,maxMethBySample,corSampleVSgoldstandard,meanAbsDifferenceSampleVSgoldstandard,predictedGender,meanXchromosome
GSM989873,77.6416540351579,,0,0.275787364758053,0,0.9965222,0.964000772519902,0.061354092254181,male,0
GSM989954,69.6179684722408,,0,0.268354430544403,0,0.9971504,0.969112471660826,0.05484460474902,male,0
GSM990527,59.5385112834147,,0,0.284987691541178,0,0.996965,0.967308287405578,0.062243247149434,male,0
GSM989917,52.4659032152691,,0,0.281408828134376,0,0.9973257,0.966700856378088,0.060451897514187,male,0
GSM990103,48.2415433115337,,0,0.278271231853258,0,0.9973748,0.968354333564768,0.058865036223834,male,0
GSM990600,60.3662056627004,,0,0.289664945220454,0,0.9973667,0.966146430825606,0.064684929988054,male,0
GSM990350,50.2589366464349,,0,0.285265932085592,0,0.9973055,0.966711489199905,0.0622160287866,male,0
GSM990075,54.6425355573749,,0,0.273927509799306,0,0.997359,0.968904373324421,0.057084523711011,male,0
GSM990111,60.1978413878553,,0,0.273817631443163,0,0.9974304,0.964738028659832,0.061122346188,male,0
GSM989946,59.2391637165251,,0,0.271355492656057,0,0.9961866,0.969401825610851,0.05537934447055,male,0
GSM989910,79.3025205085272,,0,0.266378854619715,0,0.9968588,0.969223434068454,0.0548457575846,male,0
GSM990617,65.5724832863471,,0,0.29432636252109,0,0.997156,0.965236137251752,0.066717720592287,male,0
GSM990312,57.2242960011961,,0,0.275803308812756,0,0.9968316,0.964716582907765,0.06160657906061,male,0
GSM989951,72.3712837364446,,0,0.273793652472341,0,0.9967635,0.968523771810543,0.056551123429027,male,0
GSM990374,59.4846794758775,,0,0.272863083949875,0,0.9975352,0.966258453972804,0.059201432003118,male,0
GSM989902,74.1592756670356,,0,0.269427003277426,0,0.9968345,0.966952724702938,0.057061456259191,male,0
GSM989897,69.7364974040444,,0,0.272248997159112,0,0.9957129,0.966084910073612,0.059085511631726,male,0
GSM990015,75.9263583455516,,0,0.278782592536892,0,0.9965617,0.9582272977859,0.066095087964338,male,0
GSM990325,50.0872781264136,,0,0.280549702518374,0,0.9971796,0.965609888113044,0.062077277723265,male,0
GSM990478,62.1231921570358,,0,0.280444593810424,0,0.9973633,0.967966658996122,0.059036448797158,male,0
GSM989913,70.6808877773148,,0,0.270905294480003,0,0.9963526,0.967188801668201,0.057788063539776,male,0
GSM990055,73.1593107829232,,0,0.265826738040286,0,0.9958776,0.964118351620207,0.059001738610318,male,0
GSM990344,59.616820474434,,0,0.280220162684386,0,0.9968237,0.965168218172535,0.062293697633467,male,0
GSM990418,64.7209311396614,,0,0.2854371137211,0,0.9973926,0.967079711098913,0.061975614038266,male,0
GSM990330,53.6047982907423,,0,0.276559229428484,0,0.9969292,0.965322701550277,0.061487149407404,male,0
GSM989859,74.5628017937138,,0,0.277596211131943,0,0.9946235,0.968208041865666,0.058478041931616,male,0
GSM990028,71.3337297493335,,0,0.272791738892909,0,0.9966477,0.967106512553663,0.057373688544473,male,0
GSM990362,51.9217755680245,,0,0.286165695280146,0,0.9943822,0.961284272318819,0.066297301932815,male,0
GSM990287,54.3763735554032,,0,0.278951894973845,0,0.9974487,0.96322334201062,0.063215651393184,male,0
GSM990404,54.3992353270114,,0,0.284251381522594,0,0.9973008,0.963089563070294,0.064286232972227,male,0
GSM990415,61.8849884929279,,0,0.285319703348868,0,0.9974976,0.963769637933607,0.065170418241287,male,0
GSM990117,64.3852686275695,,0,0.284672976122587,0,0.9966295,0.963422867726434,0.064396013659951,male,0
GSM990289,45.9385298575529,,0,0.283545227875239,0,0.9975102,0.96140271085363,0.066143719308198,male,0
GSM989882,80.1601206772893,,0,0.278904985454412,0,0.9963481,0.957672425144003,0.066576931393417,male,0
GSM990295,49.8021168363086,,0,0.277237757779248,0,0.9971504,0.965706423474584,0.060795025254452,male,0
GSM989886,59.0889688019906,,0,0.270122421778007,0,0.9969923,0.968303529797918,0.056235008889211,male,0
GSM990501,53.274978620729,,0,0.285668484100518,0,0.997315,0.965046372130493,0.063873907929546,male,0
GSM990526,53.7836931596163,,0,0.293593867374648,0,0.9973896,0.965007078640023,0.067500364357136,male,0
GSM989980,43.7828476089267,,0,0.272645859832521,0,0.9962114,0.972249866497049,0.052742572832512,male,0
GSM990011,66.0843323889687,,0,0.27822505401378,0,0.9966927,0.963372588678044,0.062570860232353,male,0
GSM990271,56.4627250419722,,0,0.282373812566591,0,0.9973252,0.964266087179775,0.063776175746546,male,0
GSM990474,48.4725419310412,,0,0.280379779421232,0,0.9974632,0.968990775942293,0.058630104994195,male,0
GSM990612,85.9116532894266,,0,0.283868035991171,0,0.9971686,0.963209631063718,0.06499876766832,male,0
GSM990490,36.2758303678413,,0,0.282625281375588,0,0.9973178,0.966900998508158,0.061119397145847,male,0
GSM989907,73.7621646054577,,0,0.271318534102085,0,0.9970501,0.968116053592179,0.056499385395275,male,0
GSM990290,59.3382659386798,,0,0.280476629398414,0,0.9974148,0.964296567131175,0.063176118447665,male,0
GSM989973,58.9535583006833,,0,0.272640978566379,0,0.996548,0.969160050302298,0.055779265901354,male,0
GSM989934,75.4572626811106,,0,0.267872099851198,0,0.9969633,0.965997892648223,0.057184815179697,male,0
GSM990504,35.0054576741077,,0,0.279875372867415,0,0.9969979,0.967716506151205,0.060040083612044,male,0
GSM990090,58.370028617606,,0,0.278352067969005,0,0.9941836,0.968094659087295,0.059372483186151,male,0
GSM990441,61.6429510275278,,0,0.287463572013426,0,0.9971882,0.964699819262998,0.066021063986057,male,0
GSM990049,71.2009448538806,,0,0.263894246083608,0,0.9937717,0.966664190777683,0.056090162517905,male,0
GSM990021,75.8992855343221,,0,0.275284806933471,0,0.9958695,0.966378704344543,0.059578817942032,male,0
GSM990400,67.0523104240223,,0,0.288184179255169,0,0.9965923,0.967108528998858,0.063422618971122,male,0
GSM990044,76.7597096862793,,0,0.27009644260668,0,0.9979473,0.95662310140105,0.065470496928779,male,0
GSM990007,69.3949120819995,,0,0.277110083146981,0,0.9968925,0.965897224122089,0.0606403099219,male,0
GSM990431,73.5395195858681,,0,0.285068273396643,0,0.9974852,0.959688492043627,0.067841586934207,male,0
GSM990381,54.1563012153649,,0,0.286163237031688,0,0.9971684,0.96646712118183,0.062783173637698,male,0
GSM990515,49.8771578236018,,0,0.27521588492644,0,0.997065,0.96948575782538,0.056381114099547,male,0
GSM990100,55.4276913093957,,0,0.277617499825216,0,0.9961826,0.967636530965633,0.059439633576619,male,0
GSM990352,59.5747900783532,,0,0.289130752225992,0,0.9977083,0.96727034303413,0.062903850623881,male,0
GSM990513,67.4156640125433,,0,0.277248853471448,0,0.9971563,0.968280369990516,0.058190057181996,male,0
GSM989839,76.7840340759952,,0,0.282624792846412,0,0.9964044,0.96408235436682,0.06347653092409,male,0
GSM989830,55.6653846149704,,0,0.273886223923722,0,0.9926026,0.969389234791457,0.056401439911688,male,0
GSM990065,75.6036631260259,,0,0.267259772585,0,0.9963666,0.966860086916554,0.056777638122299,male,0
GSM990481,67.7495398622183,,0,0.284687510895899,0,0.997508,0.963259115094672,0.064445325542896,male,0
GSM989956,80.568918080766,,0,0.281310002345695,0,0.9968361,0.964560928807784,0.062668510861202,male,0
GSM990453,64.7967299547598,,0,0.285420293944361,0,0.9969392,0.964559944755282,0.064852330838985,male,0
GSM990603,71.3988623381824,,0,0.287764629578166,0,0.9972557,0.965050722470961,0.064610007886035,male,0
GSM989926,66.184323762375,,0,0.273144344206299,0,0.9970891,0.968652519745405,0.057057956873359,male,0
GSM990029,73.2544412033194,,0,0.278895197475588,0,0.9971687,0.965750249373523,0.060280376165433,male,0
GSM990343,54.920233729684,,0,0.278653090282793,0,0.996911,0.964845007096634,0.061771471957989,male,0
GSM990095,59.2350838257512,,0,0.277758903061518,0,0.9973592,0.963270342100823,0.064217811987178,male,0
GSM990293,58.0659141129197,,0,0.275186984098506,0,0.9972974,0.968507694243351,0.057087941294103,male,0
GSM990105,53.9251065112199,,0,0.27562625420168,0,0.9970339,0.964981377399873,0.061288882535427,male,0
GSM990380,57.7754677228083,,0,0.283349869408091,0,0.9975064,0.962099563403065,0.065728852680402,male,0
GSM990523,30.5789192279781,,0,0.27394760257417,0,0.9975415,0.96715534778169,0.057682593408961,male,0
GSM989833,69.3042821476063,,0,0.27436447077939,0,0.9966709,0.967861175108517,0.056915963311761,male,0
GSM990455,49.4036565223149,,0,0.29459621153966,0,0.9953816,0.965933086285507,0.06751688008288,male,0
GSM990277,43.3258473441569,,0,0.285335437658027,0,0.9977622,0.961396057551738,0.066771577219011,male,0
GSM989912,61.3546903785355,,0,0.27337010677686,0,0.9962654,0.962302819542782,0.061854229439595,male,0
GSM990553,74.2737814746443,,0,0.279273103353824,0,0.9961833,0.966388807963481,0.061121561513662,male,0
GSM990074,59.5952133746295,,0,0.277912894664873,0,0.9967942,0.969154750371841,0.058056101065077,male,0
GSM990382,57.2984009242165,,0,0.282476566469232,0,0.9975147,0.965243999647827,0.062642534953164,male,0
GSM990561,72.9662791603664,,0,0.280109789180271,0,0.9968056,0.966057729517505,0.061608962766178,male,0
GSM990368,55.4975068499907,,0,0.28820531056325,0,0.9973253,0.964328894103906,0.064981931310317,male,0
GSM989836,79.8525950395655,,0,0.276353486235735,0,0.995924,0.963598300791685,0.062598577236592,male,0
GSM990071,49.009320895077,,0,0.273565719513203,0,0.996574,0.965657029610979,0.06074814294622,male,0
GSM990115,44.0452444785802,,0,0.281780043901592,0,0.9973962,0.968708636111954,0.05933876763448,male,0
GSM990052,71.5888413591417,,0,0.276491562025239,0,0.9966909,0.969073493905154,0.056904355020746,male,0
GSM990585,68.6561430324173,,0,0.277514625245597,0,0.9977807,0.968482065306728,0.058717621720713,male,0
GSM990098,61.9903785411225,,0,0.283502723184081,0,0.9969884,0.967420970248104,0.060967820997151,male,0
GSM990063,86.3879698057474,,0,0.272946014051511,0,0.9931982,0.962300882608519,0.06143225462671,male,0
GSM990333,55.8731133209991,,0,0.276082858173901,0,0.997472,0.964279460574242,0.06228126894679,male,0
GSM990376,61.8891057754303,,0,0.285788095902497,0,0.9972681,0.966187948711134,0.063044212429808,male,0
GSM990285,50.4357136520674,,0,0.278550637964706,0,0.9974188,0.96579075613098,0.060644864619952,male,0
GSM990579,78.9708593440867,,0,0.27188828452835,0,0.9972399,0.965997962965689,0.058162788301948,male,0
GSM990524,57.0645673180028,,0,0.274337018690001,0,0.996668,0.969811028874478,0.055369346457519,male,0
GSM989944,70.6703478896451,,0,0.276035010267155,0,0.9962237,0.967490161267932,0.058507439123598,male,0
GSM990596,65.8955105509976,,0,0.289593705014877,0,0.9977923,0.965232573657392,0.064724781059841,male,0
GSM990533,57.8237957181346,,0,0.291404474293661,0,0.9968673,0.968778565120879,0.062899283935282,male,0
GSM990487,56.173082816043,,0,0.279272732761418,0,0.9970212,0.96974395218866,0.05767811293623,male,0
GSM990531,37.2580069549421,,0,0.27965676315723,0,0.9970912,0.969509978678228,0.05741717204857,male,0
GSM990298,64.8570208137161,,0,0.273755746754088,0,0.9977182,0.967714498838641,0.057599555907394,male,0
GSM990114,57.4978662822413,,0,0.278362959438609,0,0.9971856,0.96803672399929,0.058502992380211,male,0
GSM990408,65.0581030615655,,0,0.276917195640982,0,0.9971991,0.968010527776966,0.058378427011545,male,0
GSM990022,72.826426336143,,0,0.269519334941405,0,0.9966786,0.963558880182121,0.06065252222194,male,0
GSM990347,60.7444492436887,,0,0.27190761959799,0,0.9970796,0.967775640756619,0.057920574800016,male,0
GSM989896,51.5274496030574,,0,0.280531218289027,0,0.9971366,0.968940087006375,0.05640320246869,male,0
GSM989982,52.8273505428495,,0,0.271606806334704,0,0.9962484,0.970766851937457,0.054069791902843,male,0
GSM990477,68.6094632192577,,0,0.278572855547895,0,0.9970182,0.966198654652607,0.060414766482875,male,0
GSM990076,59.1584449524213,,0,0.27520595869297,0,0.9973914,0.966991774765099,0.059875896760618,male,0
GSM990570,65.9853608709532,,0,0.278695867764258,0,0.9971774,0.966556099114225,0.060684163480085,male,0
GSM990004,66.5476263753428,,0,0.277021326193167,0,0.9971432,0.964530333143297,0.062003476998588,male,0
GSM990118,53.8357794386885,,0,0.277063990864552,0,0.9974055,0.969593081179471,0.057162990940067,male,0
GSM990364,58.0132868991692,,0,0.290106219971915,0,0.9976731,0.957162757668049,0.071201300280396,male,0
GSM990587,49.6367230361653,,0,0.288168400844112,0,0.9970949,0.964486615096024,0.064805812640495,male,0
GSM990335,62.3227433145837,,0,0.275307858870099,0,0.9973343,0.966040719611544,0.060327749151615,male,0
GSM990589,74.6596134113988,,0,0.28196421891361,0,0.9967073,0.965659589630486,0.061554779237323,male,0
GSM990454,77.9285543516865,,0,0.275879294514274,0,0.9970002,0.966353059842649,0.058953634648546,male,0
GSM990483,50.0077087385343,,0,0.280978285103134,0,0.9976313,0.966813826196744,0.060242038780095,male,0
GSM989989,66.4110730552019,,0,0.272518012055612,0,0.9971305,0.966185557869023,0.05907580381695,male,0
GSM990591,66.2202506647794,,0,0.287251226434861,0,0.9975474,0.96678627324481,0.062714613846219,male,0
GSM989991,53.0542698571064,,0,0.276774318281969,0,0.9964973,0.968774791231252,0.057318423690101,male,0
GSM989877,72.210746611538,,0,0.274465613719521,0,0.9940633,0.969338532050044,0.055605611156063,male,0
GSM990572,79.2206549978018,,0,0.289901824713119,0,0.9971105,0.964244257272436,0.06583885396637,male,0
GSM990595,79.2198828535244,,0,0.321717323556121,0,0.9986734,0.929554587325681,0.09269400776457,male,0
GSM990522,43.7952651163789,,0,0.277423378274013,0,0.994975,0.963843387103083,0.061995985245655,male,0
GSM990379,58.3542650552472,,0,0.28594976393901,0,0.9978284,0.967342198446415,0.061483913847482,male,0
GSM990539,19.8586808537771,,0,0.281608882517021,0,0.9970333,0.97052713614012,0.057613101213426,male,0
GSM990300,57.2330389266887,,0,0.278948014831417,0,0.9952756,0.960730081286608,0.064552723638973,male,0
GSM989928,78.9527088267461,,0,0.268835270501091,0,0.996549,0.967596993747435,0.055596259188421,male,0
GSM990582,68.653645323568,,0,0.279117839146148,0,0.9974027,0.967772940261461,0.059500875188357,male,0
GSM989927,66.9325924783263,,0,0.277621760106302,0,0.9971109,0.96910564994715,0.057665587136965,male,0
GSM990310,67.3034661394959,,0,0.268251580355693,0,0.9981851,0.963924626038765,0.060379001420905,male,0
GSM990430,55.0693634934373,,0,0.283994014964988,0,0.9972115,0.967302415775466,0.061990496454663,male,0
GSM989985,64.457725601639,,0,0.277102054619686,0,0.9972499,0.967828814133786,0.058547037937648,male,0
GSM990424,71.532139618079,,0,0.281518906609295,0,0.9968776,0.963542785231305,0.064171429417226,male,0
GSM990324,34.1934830133508,,0,0.276651367761301,0,0.9965932,0.966735770178605,0.060514335982545,male,0
GSM990449,64.7980216030649,,0,0.284842623836988,0,0.997645,0.968233978858278,0.06082370380195,male,0
GSM990479,47.4871896282841,,0,0.283745769758856,0,0.9971607,0.96437630905662,0.063639827306521,male,0
GSM989924,60.2908521870041,,0,0.270464159280482,0,0.9967542,0.969155000843342,0.055416852240583,male,0
GSM990282,54.2900113722759,,0,0.278212999947151,0,0.9976662,0.966992620089969,0.059807231912298,male,0
GSM990064,79.4441412728292,,0,0.270695299768863,0,0.9970762,0.960874292646494,0.062657880873789,male,0
GSM990398,69.7625517371842,,0,0.278284834663607,0,0.9972275,0.959440358914265,0.065519445751911,male,0
GSM990110,68.4089761020097,,0,0.273011179247458,0,0.994802,0.964537767108834,0.060677764130263,male,0
GSM990482,67.3229435585256,,0,0.277675995941127,0,0.9973952,0.968431266969931,0.058272105342375,male,0
GSM990450,50.1610069958867,,0,0.284925663545319,0,0.9971048,0.967312030490919,0.061989210519612,male,0
GSM990546,80.0660560143973,,0,0.271807620336987,0,0.9968104,0.96676768539079,0.058746685986751,male,0
GSM990353,56.3537634612669,,0,0.290547742251301,0,0.9973628,0.965583007048468,0.065097894734576,male,0
GSM989867,78.3404978050347,,0,0.270497677449493,0,0.9969037,0.969372531598071,0.05508614401916,male,0
GSM989832,77.8721149655313,,0,0.284926811506553,0,0.9968669,0.959700683017706,0.066829490704324,male,0
GSM990607,69.1207325782847,,0,0.297709553268839,0,0.9961839,0.961160463597629,0.072561987780969,male,0
GSM989845,88.0869702839026,,0,0.270850494249795,0,0.9938594,0.966404378619909,0.058223989920747,male,0
GSM990503,48.2933888599491,,0,0.281984636000296,0,0.9970168,0.965774687919941,0.061887179398823,male,0
GSM990303,56.7550413387725,,0,0.282476458401881,0,0.997448,0.96715527273486,0.061056101268694,male,0
GSM990025,60.8448516909439,,0,0.271585814962866,0,0.9957966,0.965358840299277,0.0587391219168,male,0
GSM989911,78.7839338565358,,0,0.273519735169318,0,0.9966062,0.96976043608725,0.055449697126291,male,0
GSM990557,77.6652973429041,,0,0.274340944201893,0,0.9973325,0.964125504817927,0.061082141753947,male,0
GSM989945,60.1378479296457,,0,0.278537654360007,0,0.9960346,0.968965646664184,0.057748434921171,male,0
GSM990525,33.7928957526328,,0,0.274065170123183,0,0.9948766,0.968556886014414,0.056889266159712,male,0
GSM990551,74.1261025398838,,0,0.280377199582002,0,0.9973462,0.965946389602716,0.061915620510066,male,0
GSM990615,83.2836202288315,,0,0.287016528647033,0,0.9968761,0.964065941552195,0.064811210053187,male,0
GSM989853,73.3032629043595,,0,0.277418228810778,0,0.9958681,0.96710137326597,0.059640954267587,male,0
GSM989955,57.388178187361,,0,0.273297228148307,0,0.9950578,0.969879300216172,0.05549451136377,male,0
GSM989862,57.5797764505035,,0,0.272969089599122,0,0.9967932,0.969679687865731,0.055458615969285,male,0
GSM990078,51.4817539399626,,0,0.275682996531307,0,0.997492,0.966452173473879,0.060585703123344,male,0
GSM990351,45.4457177353151,,0,0.292928707068004,0,0.9976432,0.961479489566047,0.068478565650776,male,0
GSM990537,32.985560103453,,0,0.282062035381955,0,0.9936599,0.970310390872378,0.057855063601041,male,0
GSM990069,76.7850915641371,,0,0.272212653616924,0,0.997721,0.965589644234866,0.0589406711465,male,0
GSM989890,87.7243988533334,,0,0.262961077923072,0,0.9968262,0.963824593620307,0.057092324284776,male,0
GSM990566,59.9527987427953,,0,0.287373415746366,0,0.9969595,0.967195242002153,0.062593183759296,male,0
GSM990082,75.1612027271189,,0,0.278781658284441,0,0.9971184,0.964822664429007,0.062825530099587,male,0
GSM989921,75.6894474147981,,0,0.274664480768166,0,0.9967013,0.967172634827191,0.057761351637549,male,0
GSM990599,65.9184577745683,,0,0.291434567088038,0,0.997395,0.964635629046357,0.066326074021822,male,0
GSM989875,69.1272945763215,,0,0.274769467204899,0,0.9963392,0.964974976422766,0.060529742377559,male,0
GSM990315,58.9541750580724,,0,0.2745569264326,0,0.9969683,0.965108326518839,0.061180328853338,male,0
GSM990297,60.0254823654317,,0,0.284205970788567,0,0.9972345,0.966146744879206,0.062441982586422,male,0
GSM990332,57.1387017578132,,0,0.280440172240343,0,0.9975173,0.964524318221648,0.062556828665639,male,0
GSM990079,49.7808456374847,,0,0.278721214853205,0,0.9972767,0.965449651845265,0.062108245600837,male,0
GSM990536,41.5414013229101,,0,0.276556043126642,0,0.9975061,0.968058518015807,0.058942855982882,male,0
GSM989920,69.2405086710235,,0,0.273219096975916,0,0.9970412,0.96641960350756,0.058913318256719,male,0
GSM989936,54.5628546348343,,0,0.276323534065931,0,0.9968911,0.967757649289087,0.058021249504458,male,0
GSM990296,55.6601016733116,,0,0.278886499378698,0,0.9978861,0.967898038872386,0.059087510021709,male,0
GSM990509,50.021527590196,,0,0.272405709724591,0,0.9989781,0.959496695178775,0.064133732796721,male,0
GSM990050,65.9112987702886,,0,0.275064947262655,0,0.996631,0.967121498398395,0.058471563590813,male,0
GSM990605,83.9316955828139,,0,0.291088896588954,0,0.9972857,0.959266395203835,0.070081110103831,male,0
GSM990087,68.6797430124634,,0,0.277843838922386,0,0.9969278,0.963427969971024,0.063446609288305,male,0
GSM990378,66.2287013371196,,0,0.2876612012114,0,0.997205,0.965285126092176,0.064389305024227,male,0
GSM989995,52.3075610005267,,0,0.27487772304058,0,0.9962769,0.97008916767401,0.055858397721632,male,0
GSM990626,62.6657513338949,,0,0.288625785985007,0,0.996792,0.965892915063834,0.064475756122011,male,0
GSM989947,58.7008379974859,,0,0.27702585376144,0,0.9951447,0.968752009787415,0.057861575070876,male,0
GSM990459,67.9883472385917,,0,0.285159979875172,0,0.9969236,0.963347358323953,0.065411999527375,male,0
GSM990532,45.1401219095184,,0,0.285759039115434,0,0.99687,0.969124482878042,0.060351109862676,male,0
GSM990018,78.4919451116633,,0,0.272805915641692,0,0.9961841,0.967575251940847,0.057489132730125,male,0
GSM990306,61.7484629843323,,0,0.276825700344734,0,0.9967034,0.966639143262526,0.060003469366609,male,0
GSM990081,62.1086666406633,,0,0.270369246408544,0,0.9962776,0.967258232084977,0.057671938923332,male,0
GSM990569,76.5687286332809,,0,0.278744779954788,0,0.9971795,0.959241683500239,0.064733414703705,male,0
GSM990107,56.5661879168279,,0,0.269456243445373,0,0.9966719,0.965661484583843,0.058633624713888,male,0
GSM989971,62.6180371724622,,0,0.266176223198079,0,0.9968509,0.968917728384371,0.054213097382754,male,0
GSM990422,65.9569113560381,,0,0.296510734831922,0,0.9990569,0.96228057432315,0.066608748161587,male,0
GSM990003,65.496409876872,,0,0.275371049068396,0,0.9968044,0.966776386441883,0.059323952148699,male,0
GSM990373,41.5237315238561,,0,0.27631997338257,0,0.9973776,0.968713492478428,0.057498696455915,male,0
GSM989918,66.4850003273223,,0,0.276049118371422,0,0.9970553,0.966624572179712,0.059323171662855,male,0
GSM990401,60.4666642170852,,0,0.281136973274893,0,0.9970517,0.968222961256736,0.059572191929824,male,0
GSM990417,54.5194452903815,,0,0.279550549681725,0,0.9973094,0.968722234270799,0.05882796182217,male,0
GSM990318,56.4793572064169,,0,0.279520584036454,0,0.9977382,0.965434644279481,0.061367086409353,male,0
GSM990092,50.993350184262,,0,0.280000309575944,0,0.9972026,0.96408738838597,0.063298434050597,male,0
GSM990403,68.8646930171453,,0,0.279602932111347,0,0.997188,0.958473755054568,0.067156419643208,male,0
GSM990084,60.6390931153979,,0,0.27833307506233,0,0.9971364,0.96704053714619,0.060696409441086,male,0
GSM990326,56.9443935141787,,0,0.275317407716948,0,0.9973097,0.965592093604684,0.060830153295837,male,0
GSM989919,65.4691121118593,,0,0.272729974128192,0,0.9969984,0.966932434384897,0.058163360834623,male,0
GSM989969,77.3817156459565,,0,0.272005523308245,0,0.9964561,0.967647346194174,0.056793370603342,male,0
GSM990086,55.0705459064938,,0,0.281851546491338,0,0.9964514,0.96840710095638,0.059755872232227,male,0
GSM989974,68.0511757668428,,0,0.267384033174287,0,0.9939889,0.969866984568779,0.053610094360623,male,0
GSM989988,75.5247608690106,,0,0.270032197566034,0,0.9977311,0.963381789674627,0.060345741224096,male,0
GSM990426,62.7229053275907,,0,0.277084337517027,0,0.9973744,0.963716726200699,0.062124913238983,male,0
GSM989860,71.2995363644064,,0,0.274715436519222,0,0.9962024,0.967439360116037,0.05756512487434,male,0
GSM990471,72.4262899120886,,0,0.266302494175583,0,0.9970366,0.963513607118238,0.058696071642356,male,0
GSM990559,78.5036472398417,,0,0.283362502461349,0,0.9969352,0.965397631485233,0.063128784174947,male,0
GSM990420,61.6816848370533,,0,0.277502518682048,0,0.9973371,0.967976113527505,0.059195333240326,male,0
GSM990588,76.5424461696439,,0,0.281647356615565,0,0.9969769,0.963438392066272,0.063507930612321,male,0
GSM990077,44.7127782892027,,0,0.271417324730418,0,0.9961187,0.966922814880752,0.058946299324323,male,0
GSM989878,62.0795269876664,,0,0.277051349775641,0,0.9961011,0.968710276634577,0.056902762040274,male,0
GSM990342,56.5480895712494,,0,0.27450105976849,0,0.9972275,0.968001554572573,0.058009844248916,male,0
GSM989870,77.0227068341535,,0,0.267478190561008,0,0.9959038,0.964184300804029,0.057890895200395,male,0
GSM989941,75.191109827917,,0,0.275657297031062,0,0.9965738,0.968265902858773,0.057680912412384,male,0
GSM989977,54.6272570036373,,0,0.278761588560298,0,0.9967304,0.968790707127792,0.057927852444915,male,0
GSM989976,53.2128058383827,,0,0.275376531612142,0,0.9964524,0.970514068607836,0.055196977877059,male,0
GSM990529,47.4932642195719,,0,0.287742311337938,0,0.9973297,0.967193651134542,0.062642419171344,male,0
GSM989900,74.3929629072785,,0,0.27145652102489,0,0.9958669,0.967269533392034,0.057275106339354,male,0
GSM990581,80.2946659899917,,0,0.287657244967576,0,0.9967719,0.96358181334009,0.064916680143105,male,0
GSM989905,75.7528398156742,,0,0.27481208628398,0,0.9966403,0.966490942957868,0.05892376026895,male,0
GSM990322,68.1756978681768,,0,0.277848040051478,0,0.9952052,0.962749801794403,0.063759150804291,male,0
GSM990016,68.9229392356668,,0,0.277517551342754,0,0.9967628,0.960767393523149,0.064904430913757,male,0
GSM990066,74.8685596509539,,0,0.268513756856956,0,0.9973391,0.967740886847536,0.056272973529979,male,0
GSM990361,57.1091724772458,,0,0.280934757892937,0,0.9966692,0.962017413362222,0.064655981681536,male,0
GSM990354,51.326299483128,,0,0.292260765960713,0,0.997403,0.96077720478911,0.069118131208059,male,0
GSM990274,57.0743423079408,,0,0.280801629871973,0,0.9970973,0.964232578017993,0.062784347829738,male,0
GSM990399,76.1638246199395,,0,0.28079490720216,0,0.9973926,0.964815379242187,0.062599751784851,male,0
GSM989901,75.8454079136969,,0,0.266622797726924,0,0.9963037,0.965176887454219,0.057508764881549,male,0
GSM990528,28.3454698925092,,0,0.283524984846416,0,0.9972908,0.966353237033748,0.062891186480778,male,0
GSM989868,74.6458370626473,,0,0.269739976670319,0,0.9966052,0.968983543569803,0.055646525437075,male,0
GSM989963,65.2043827976993,,0,0.280080678507938,0,0.9971253,0.968867310697998,0.058495225988022,male,0
GSM989906,61.2640537817098,,0,0.274681229613486,0,0.9968308,0.969139029999152,0.056892671895669,male,0
GSM990549,56.2599040329985,,0,0.28192398225309,0,0.9971584,0.968852676606346,0.059409616911327,male,0
GSM989838,52.2666287419281,,0,0.273855170676459,0,0.9957529,0.970186683892834,0.055432808038961,male,0
GSM989866,72.9892977009438,,0,0.276949513601078,0,0.9971818,0.966961282478491,0.058274074407218,male,0
GSM990054,74.661341450942,,0,0.265993649699146,0,0.9976098,0.963807346116171,0.058520315664441,male,0
GSM989993,53.6432915564931,,0,0.274246174172938,0,0.9970666,0.969833226419205,0.055621256853312,male,0
GSM989930,52.8988244273463,,0,0.26910155570716,0,0.9970216,0.97077415209039,0.053158470974304,male,0
GSM989915,77.806150437589,,0,0.272060449191565,0,0.9971598,0.968106738651983,0.056447771492372,male,0
GSM990407,67.541039426673,,0,0.285879883460437,0,0.9967129,0.964393008033484,0.064197853890878,male,0
GSM990448,51.4335905106309,,0,0.283892794033017,0,0.9975317,0.96960019785808,0.059061676228176,male,0
GSM990041,64.5814493711401,,0,0.271227405877406,0,0.9968458,0.968772843707822,0.056113101923582,male,0
GSM989940,54.5552750560668,,0,0.272943326842758,0,0.9965194,0.965840480065706,0.058004940091744,male,0
GSM990109,52.9014640505016,,0,0.282884836700539,0,0.9973215,0.967934805170377,0.060272460852243,male,0
GSM990496,63.6328756043406,,0,0.279966770529103,0,0.9972574,0.96469647813447,0.061931895547299,male,0
GSM990468,68.786392695175,,0,0.278285268550854,0,0.9968954,0.96602704623008,0.060804279473769,male,0
GSM990610,81.5971810625098,,0,0.298807018690297,0,0.9983048,0.954271854599153,0.076497035495707,male,0
GSM990319,54.1376057146569,,0,0.279725602047339,0,0.9972676,0.961285240233923,0.064506982596981,male,0
GSM990601,70.9309313820363,,0,0.285426957720955,0,0.9971846,0.965185062271672,0.063703231204638,male,0
GSM990272,59.3138960158312,,0,0.276559715318501,0,0.9947852,0.964304989767555,0.061611742336562,male,0
